Title,Department,Job_type,Sentiment,Rating,Likes,Dislikes
Software Developer,Software Development Department,Full Time,Neutral,3,yes yes yes yes yes,yes yes yes yes yes
Consultant,General Insurance Department,Full Time,Positive,5,Very good culture to work for,No dislike in the company
Vmware Windows Administrator,IT Network Department,Full Time,Positive,4,Job security and skill development,Salary increament and benefits
Software Engineer,Software Development Department,,Negative,1,The senior manager is friendly but it varies from porject to project.,"The salary, appraisal cycles, learning opportunities, work-life balance, job stress."
Java Full Stack Developer,Other Department,Full Time,Positive,4,Its a very good company for freshers,horrible
Associate Consultant,IT Consulting Department,Full Time,Neutral,3,Worl life balance is good no hikes and carrier growth,No salary hikes
Software Developer,Software Development Department,Full Time,Positive,5,Great place for a women to work here . And one wish is that to get work from home permanent let see what is going to happen.,horrible
Cctv Operator,Security Officer Department,Contractual,Positive,4,Good Coulter and helping nature,No pramotion sallery issue
Senior Consultant   (working remotely),Banking Operations Department,Full Time,Negative,2,great,Need bad horrible project managements
Oracle Fusion Financial Functional Consultant,Finance Department,Full Time,Positive,4,Had a great experience,At end of days HRs didn't give me support
Senior Consultant,Software Development Department,Full Time,Positive,4,You will get good work life balance.,Annual appraisal is verylow.
Senior Analyst,Business Intelligence & Analytics Department,Full Time,Neutral,3,Job security and company culture,Has limited appraisals
Analyst 5,Quality Assurance and Testing Department,Full Time,Negative,1,great,No proper appraisal cycle
Senior Associate,SCM & Logistics Department,Full Time,Negative,2,Cafeteria,Discrimination while getting no promotion.
Sap Sd Associate Consultant,IT Consulting Department,Full Time,Positive,5,Promotion/ Appraisal,horrible to dislike
Consultant B2,Quality Assurance and Testing Department,Full Time,Positive,5,No work pressure,No from my side
Senior Process Associate,Editing (Print / Online / Electronic) Department,Full Time,Positive,4,"The flexibility, job security and professionalism","Salary hikes, no promotions are very slow"
Consultant,Quality Assurance and Testing Department,Full Time,Positive,5,Everything is good in CG,All is bad in CG
Senior Analyst,Recruitment & Talent Acquisition Department,Contractual,Positive,5,Managers support,Salary and benefits
Senior Analyst,Software Development Department,Full Time,Positive,4,"It's nice, working with Capgemini",Some kind of partiality
Associate Consultant,IT Consulting Department,Full Time,Positive,4,"If you select to a project where your manager support to do certifications, then you are lucky, 
Hike, promotion, onsite, everything depends on manager only,","In my horrible project management higher management not allowed me to do certifications, hikes, no promotions, even my rating is 2, and I have handled horrible project management in critical issues, worked for more than 14 Hrs a day at time of start of the horrible project management, 
may be some other horrible project managements are bad,"
Sr Manager,Management Consulting Department,Contractual,Neutral,3,Culture,Salary appraisal and growth opportunities. No international mobility opportunities.
Informatica Developer,Developer Department,Full Time,Positive,4,Overall good,I love this Company but I'm contractual employee to this company.
Senior Consultant,IT Consulting Department,,Neutral,3,"Job Security, learning , culture",
Process Associate,Quality Assurance and Testing Department,Full Time,Positive,4,"Job Security, Career Development",horrible
Associate Consultant,IT Consulting Department,Full Time,Positive,4,Work life balance,No hikes
Hr Business Consultant,Hr & Administration Department,Full Time,Positive,5,They are helping and more supportive,There is horrible to dislike
Anylyst,Software Development Department,Full Time,Positive,5,I like everything about Capgemini accept the facility for transportation and food allowance as Capgemini doesn't provide it to its employees free of cost as compare to other companies.,I don't like food and travel policy.
Qa Test Engineer,Quality Assurance and Testing Department,Full Time,Positive,5,Enhancing the skills and technologies,Not particular about the work timing
Associate Engineer,Engineering Department,Full Time,Neutral,3,Good work life balance,Low hikes
Data Engineer,Business Intelligence & Analytics Department,Full Time,Positive,4,Wlb and supportive managers.,This issue is with all service companies.
Associate,Finance Department,Full Time,Positive,5,great  like that,horrible  xyz
Anyalist,Engineering Department,Full Time,Positive,4,"Ntg to s
Ay",horrible is there to say
Senior Consultant -Data & Business Analysis,Software Development Department,Full Time,Neutral,3,Work life balance,Salary hike is very pathetic and not give as per market standards to existing employees.
Process Associate,Finance Department,Full Time,Positive,4,Good work life balance,More importance given to local language
Data Scientist (Team Lead),Banking Operations Department,Full Time,Positive,5,Good,No dislike very bad company
Salesforce Developer,Software Development Department,Full Time,Positive,5,Great experience working here..,No as such
Senior Consultant,IT Consulting Department,Full Time,Neutral,3,Big Company with lot of verticals,No Visibility regarding the skillset and opportunity offered
Senior Engineer,Software Development Department,Full Time,Positive,5,Ok not bad,Ok not bad
Application Support Engineer,IT Support Department,Full Time,Positive,4,I would like this company,No
Process Associate,Finance Department,Full Time,Positive,5,Good benefits and Good team members,horrible
Senior Consultant,Software Development Department,Full Time,Neutral,3,Flexible work timings,Appraisal process is extremely poor
AR BILLING O2C,Accounting & Taxation Department,Full Time,Negative,1,great I liked,Politics in roll is going
Senior Software Developer,Software Development Department,Full Time,Positive,4,Great company to start career,No
Software Engineer Professional 1,Software Development Department,Full Time,Positive,4,Work life balance,Less salary
Senior Consultant,Software Development Department,Full Time,Neutral,3,Ok cool cool yaar friend,Ok Tgv you are not the
Scrum Master,,Full Time,Neutral,3,"Learning opportunities
Multiple project opportunities
work life balance","compensation differences
performance assessments"
Manager,Software Development Department,Full Time,Positive,4,Work Life Balance,No Perks & Benifits
Senior Analyst A5,IT Infrastructure Services Department,Full Time,Positive,4,"Good work environment and culture.  Teammates are supportive and the management is transparent. There is a huge cafeteria and gaming arcade for chilling. Company policies are good, appraisals are fair and they give good salary hike and bonus every year.",There is a lot of policies and the management doesn't address our issues. Salary is decent but poor career growth is slow.
Senior Consultant,Finance Department,Full Time,Positive,4,It is Good to work here,horrible much say about bad
Cloud Manager,IT Support Department,Full Time,Positive,5,Working culture,As of now horrible
Senior Analyst,Business Intelligence & Analytics Department,Full Time,Positive,4,"Work Culture, Ample Opportunity to upskill","Salary structure has not been revised for years. Freshers are the workhorses, but don't get adequately compensated for the work. Appraisals are for name sake."
Senior Analyst,IT Network Department,Full Time,Positive,5,"Work life balance, increment, good team","Na, horrible dislikes about iy"
Consultant(team Lead),IT Department,Full Time,Neutral,3,"Supported WFH , few stakeholders and managers who is trying to bring positive change and need more of them. Flexible working hours and no problem with leaves",The management for service desk needs to be enhanced. Respect for each and every employee should be there irrespective of their designation
Senior Manager,Management Consulting Department,Full Time,Positive,5,Not app li ca ble,Not app li ca ble
Senior Consultant,IT Consulting Department,Full Time,Neutral,3,Work life balance,Salary hike less
"Head Of Digital, Director-DX, Customer Data Platforms(CDP), AI",Management Consulting Department,Full Time,Positive,5,"Leadership team is very supportive and encouraging keeps you motivated
Meritocracy",horrible as of now
Analyst,IT Consulting Department,Full Time,Negative,1,Not Like any thing,Not like any thing
Consultant,Software Development Department,Full Time,Positive,5,It's a great place for job security and work life balance.,None
Senior Consultant,IT Consulting Department,Full Time,Neutral,3,"Good work-life balance, inclusive and helpful culture","Poor appraisal system, unclear goal settings and development"
Sr Associate Payment Posting,Back Office Department,Full Time,Positive,5,Company culture work satisfaction,Manegement and transport very bad
Consultant - Data Analyst,Data Analysis Department,Full Time,Positive,5,Clients and the projects are very good,Very minimum interaction with Capgemini colleagues
Software Engineer,Software Development Department,Full Time,Neutral,3,"Work life balance, toxic environment, no appreciation for work",bad worst work culture
Senior Associate 1,Accounting & Taxation Department,Full Time,Neutral,3,No proper employment benifits,
Senior Analyst,Software Development Department,Full Time,Positive,5,People,Hard to change domain
Consultant,Software Development Department,Full Time,Positive,5,Flexible,No retention for bad performer
Senior Consultant,IT Consulting Department,Full Time,Positive,4,Work and learning wise all good,Salary not as excepted .
Hr Technical Recruiter,Recruitment & Talent Acquisition Department,Contractual,Positive,4,work and life balance,increments and job security.
Senior Professional 1,Software Development Department,Full Time,Positive,4,Good,Skills development and lack of learning opportunities
Ios Developer,Software Development Department,Full Time,Positive,4,Job Security,Not enough attention to resources
Analyst,IT Security Department,Full Time,Positive,5,Everything except the salary,Salary
Senior Software Engineer,Software Development Department,Full Time,Positive,4,"Work Life balance
Appraisal",Hybrid work mode
Process Lead And Subject Matter Expert,Non Voice Department,Full Time,Positive,4,"Learning for New Joiners, Work Culture, Job Security.",Increments
Process Lead,Non Voice Department,Full Time,Positive,4,Positive vibes and good culture,Spending more time in traveling
Consultant,Software Development Department,Full Time,Positive,4,Good environment to learn,If u work u will be recognised
Senior Software Engineer,Software Development Department,Full Time,Positive,5,"Not excellent infrastructure and people management like no proper tool for onboarding , talent management",The work environment and work competency is what I like about in this organisation.
Software Engineer,Quality Assurance and Testing Department,Full Time,Positive,4,There is no Work life balance in Financial Services BU.,bad place to work and bad environment  too .
Process Associate,Accounting & Taxation Department,Full Time,Positive,4,No appraisal and no proper leaves,"bad Working Culture
More horrible project managements
Senior guidance"
Analyst,,Full Time,Positive,4,"interaction with manager was less 
not that good for freshers",There is horrible to like
Consultant,Operations Department,Full Time,Negative,1,Everything,Everything about capgemini work environment and infrastructure.
Senior Analyst,IT Infrastructure Services Department,Full Time,Positive,5,For me great in particular to dislike about CG.,terrible work life balance
Associate Consultant,IT Support Department,Full Time,Positive,4,Salary & hikes given,terrible work life balance bad.
Software Engineer,Software Development Department,Full Time,Neutral,3,learning and growth is less,Work flexibility & Appreciation
Team Manager,Accounting & Taxation Department,Full Time,Positive,4,Salary hike and training,
Process Associate,Finance Department,Full Time,Positive,4,Team work learning more new stuffs,No dislikes
Process Associate,Voice / Blended Department,Full Time,Negative,1,great is good over here,Everything is worst over here
Senior Analyst,Software Development Department,Full Time,Positive,4,Work Life Balance,Appraisal and perks
Software Engineer Ii,Software Development Department,Full Time,Positive,4,Culture is good,Work hours
Software Engineering Analyst,Software Development Department,Full Time,Positive,4,Work life balance,Salary and compensation
Consultant,Software Development Department,Full Time,Positive,5,Capgemini is my dream company and also I am enjoying every day with my work in Capgemini. Especially for female employees it's a very good opportunity to work heare,horrible
Devops Manager,Software Development Department,Full Time,Negative,2,"Services experience.
They will hire you on X skill and project interview will be Z or subset of Z.
No clarity of work,no proper planning.
Only work,great else.
Only monopoly of some senior existing project people.
Small things takes ages to implement.
Work life balance not that good
Salary once good on joining.
Not much hike
Carrier growth is too slow",horrible to like
Senior Consultant C1,Software Development Department,Full Time,Negative,2,Poor policies and work culture,Very bad company to work with.
Senior Consultant,IT Consulting Department,Full Time,Positive,4,"No dislike .It's based on the project where you landed and people around 
us.",terrible work life balance and security
Project Manager,Technology / IT Department,Full Time,Positive,4,Growths and salary and exposure,
Data Analyst,Software Development Department,Full Time,Positive,4,Good place to learn and grow,Sometimes work pressure
Sap Sd Consultant   (working remotely),IT Consulting Department,Contractual,Positive,5,Its great with working in capgemini.i had learn so many things from that company.,horrible to dislike all are so helpful and bad .
Senior Consultant,"BFSI, Investments & Trading Department",Full Time,Positive,5,"Good
Good awesome","All bad
Awesome"
Associate Consultant,"BFSI, Investments & Trading Department",Full Time,Neutral,3,Na na na,Na na na
Senior Software Engineer,Software Development Department,Full Time,Positive,5,"Good environment to work ,we can learn lot of things,very happy to work with Capgemini again",Increments
Consultant   (working remotely),Software Development Department,Full Time,Positive,4,Company Culture,horrible  as of now
Full Stack  Analyst Software Engineer,IT Infrastructure Services Department,Full Time,Positive,5,You will upscale yourself,Appraisal and salary hike
Senior Consultant,Software Development Department,Full Time,Positive,5,Culture,Except hike everything is ok
Analyst,IT Infrastructure Services Department,Full Time,Neutral,3,"Work culture, job security.","Appraisal, salary."
Senior Associate - Contracts Management,Corporate Affairs Department,Full Time,Neutral,3,Peace of mind. Work-life balance. Can take leaves at any time as much as we can.,"Hikes given are less than industry standards. Low ctc offered during hiring, as well. Late no promotions."
Technical Lead,Service Delivery Department,Full Time,Negative,2,great good about CG,Salary & Benefits are very poor
Team Lead,Procurement & Purchase Department,Full Time,Negative,2,It's all based on the kind of team you get,No proper hike and allowance
Senior Consultant,Software Development Department,Full Time,Negative,2,great,Does not give work which they mention in interview.I was cheated about my role
Associate Consultant,Finance Department,Full Time,Positive,4,"Work Environment
Supportive People","Low Salary
Work  Pressure"
Senior Software Engineer,Software Development Department,Full Time,Positive,5,Work environment and culture,Environment  is very bad
Financial Analyst,Accounts payable  Department,Full Time,Positive,5,Everything is ok,"bad worst work culture,"
Team Manager,Finance Department,Full Time,Positive,5,Not good onsite,Job security
Service Desk,IT Support Department,Full Time,Negative,2,Transport is worst for noida location Nsez  I have not seen any company with such transport issues. As the transport is internal they are harassing all the employees be it male or female . Asking to board the cab from pickup point which is 5kms away from your location. Does it make any sense and even for this they are charging money. I have joined during pandemic so it was wfh mostly but when offices have resumed its just pathetic also transport are talking in very rude way with all the employees which is such a pity thing to expect from such a big name...Read More,"• Work-life Balance
• worst work culture
• Diverse employees"
Radar Simulation Engineer,Engineering & Manufacturing Department,Full Time,Positive,4,"• Personal Leaves are less 
• Hike too low (","No work at all, just sit back and chill"
Senior Consultant   (working remotely),Software Development Department,,Positive,5,Randomly assigned project irrespective of ur skill set,
Associate Consultant,IT Consulting Department,Full Time,Positive,4,good learnig for freshers and supporting managers,salary is less compared to market
Team Manager,Operations Department,Full Time,Neutral,3,ot hin eve rywe rr  wer ewr we,everything erw ereww wqerwq  qwere wqerwq erwqrwq
Senior Analyst,Software Development Department,Full Time,Positive,5,Good to work here,Till now I didnt find any thing about that
Technician,Production & Manufacturing Department,Full Time,Positive,5,Life long job secured on this company,horrible
Consultant,Software Development Department,Full Time,Neutral,3,culture,hikes are next to horrible
FP&A,Finance Department,Full Time,Neutral,3,Flexible tyming,"No perks, work pressure"
Software Analyst,Software Development Department,Full Time,Positive,4,Self Upgrade to new skills,Working hours are more than 9
Senior Consultant,Corporate Communication Department,Intern,Neutral,3,Overall policies and culture is good,"Double role culture takes away all the peice of mind. Management only thinks of making their work easy by making you slog . If you raise any challenges, it will come to you with double work, no resolution and more work."
Software Engineer,Software Development Department,Full Time,Negative,1,great,Prefer not to say
Windows System Administrator L2,IT Infrastructure Services Department,,Positive,5,Learning day by day trending technology,
Consultant,IT Consulting Department,Full Time,Positive,5,The flexible environment to work,Compliance issues
Manager-TOSCA Automation Architect,Quality Assurance and Testing Department,Full Time,Positive,4,Good culture,No hike before one year
Consultant,Software Development Department,Full Time,Positive,4,"Quality of work depends on project, In my case we had latest technologies. But I have seen many Teams working on legacy projects that uses swing, struts etc and the employees were frustrated in those projects.
Work life balance is good. But it varies from project to project","Less Onsite opportunities.
Managerial level Politics during appraisal and no promotion.
When I asked for no promotion, I did not got it. When I put down the papers they are offering me no promotion and bad hike as well.
Too many legacy horrible project managements are there."
Senior Consultant,IT Consulting Department,Full Time,Neutral,3,Average company,They are using very much sharing of resource in different horrible project managements
Etl Test Engineer,"BFSI, Investments & Trading Department",Full Time,Positive,4,Good place to learn new skills,No increment
Team Manager,Technology / IT Department,Full Time,Positive,4,great special,Works just as a payroll company. Felt like i am a contractual employee.
Senior Associate,Accounting & Taxation Department,Full Time,Neutral,3,great worst company I have seen,Worst management I have never seen
Trainee   (working remotely),Software Development Department,Full Time,Positive,5,its good at working in this company,delaying in joining date
Consultant,Test lead Department,Full Time,Positive,4,Good place to work,horrible
Power Bi Developer,Testing Team Department,Full Time,Negative,1,"Managers do partiality. No unity in Team, very irresponsible RMG team, not ready to give any project if we move to bench",
Data Entry Operator,Back Office Department,Full Time,Positive,5,Great opportunity,Not dislike
Senior Process Associate,Finance Department,Full Time,Negative,2,great I like in CG,Managers behaviours towards team members
Consultant Team Leader,Software Development Department,Full Time,Positive,4,It's Very good company with good work life balance...no unnecessary politics,There is very less appraisal...Onsite opportunities takes more than year to process
Data Engineer,IT Infrastructure Services Department,Full Time,Positive,5,"nice culture, and employees",terrible work life balance is not seen
Senior Analyst,Health Informatics Department,Full Time,Positive,4,Office politics and supports to regional people,bad working zone
Process Lead,Accounting & Taxation Department,Full Time,Positive,4,Staff increment,Response is not fine from HR.
Associate Software Developer,Telecom Department,Full Time,Neutral,3,No response from HR,"Great terrible work life balance, helpful leadership. Many opportunities to grow and improve your skillset."
Associate Consultant,Software Development Department,Full Time,Positive,4,Low Salary Hikes for Existing Employees,terrible work life balance
Analyst,IT Support Department,Full Time,Positive,5,Salary and Promotion,Culture
Associate Director,Software Development Department,,Positive,4,less than market salary,
Associate Consultant,IT Consulting Department,Full Time,Positive,5,Work culture,Slow no promotion
Associate Consultant,Software Development Department,Full Time,Positive,4,Work-life balance is there and projects are good too.,As of now none.
Project Management Consultant,Software Development Department,Full Time,Positive,5,I am proud to be associated with Capgemini.,No such dislikes
Pmo Consultant,Finance Department,Full Time,Positive,4,Work life balance.,No Hike for 2022 join
Consultant,Software Development Department,Full Time,Positive,4,Pick and up and drop facility when wfo though it’s self funded,3 days working from office
Java Developer,Software Development Department,Full Time,Positive,4,Overall good,Hikes are relatively less
Senior Software Engineer,Data Science & Machine Learning Department,Full Time,Positive,4,Good work culture,Low hikes
Analyst,Software Development Department,Full Time,Positive,4,Not applicable not applicable,I got to learned more about salesforce. I am working on lighting web components. The company culture is very bad and managers are also supportive
Senior Analyst,,Full Time,Positive,5,great as of now,Everything is bad
Accounts Receivable,Non Voice Department,Full Time,Positive,4,Average,
Team Lead,IT Infrastructure Services Department,Full Time,Positive,4,It has a great work environment.,Employees need more recognition
Data Analyst,Backup Department,Full Time,Positive,4,Best place to work as fresher as well as experienced person,Salry hike is very low.
Associate Consultant,Software Development Department,Full Time,Positive,5,Work Life balance,Long bench period
Manager,Finance Department,Full Time,Positive,4,Work life balance,horrible as such
Senior Analyst,Software Development Department,Full Time,Positive,4,Work culture,Lack of recognition
Team Manager,Banking Operations Department,Full Time,Positive,5,it is a very good company,it is a very bad company
Devops Engineer L2,,Full Time,Negative,2,Not at All Good. Main goal for Consultancy. No security on bench... Not recommend to anyone.,No Job Security...
Senior Analyst,HR Operations Department,Full Time,Positive,5,Working culture is very good.,Pay package is not satisfactory.
Senior Consultant,Quality Assurance and Testing Department,Full Time,Positive,5,"I have been working in Capgemini since 10 years.Its the best place to work and learn.
The only issue I personally faced is once your in certain project for more than 2 years it becomes really difficult to switch project till project comes to an end.Due to this i was blocked in same project and couldnt switch project even after 3 years.The managers of the project feel insecure releasing you since your experienced in the domain and this is the main reason I am moving out of Capgemini.
Overall Capgemini is a great place to work.
I thank Capgemini for everything....Read More",flexibility of work..terrible work life balance.
Global PMO,Operations Support Department,Full Time,Positive,4,Appraisal and annual hike is not at par with market standards...its way below..,
Senior Software Analyst,Quality Assurance and Testing Department,Full Time,Positive,4,Work life balance.,Salary and benefited
AI And Data Engineer,Finance Department,Full Time,Positive,5,"Training , free certification",No dislike
Consultant,Software Development Department,Full Time,Positive,4,"Work life balance is good. Work timings are 
Good .",Okay .but very less development is work. Mostly support and incident work since I was hired for back end java / spring boot developer role even though very very less development work .
Service Desk Analyst,IT Network Department,Full Time,Neutral,3,Work life balance is good,HR DONT RESPOND
Senior Consultant,Lending Department,Full Time,Positive,4,Everything was fine,horrible as such
Software Engineer,Software Development Department,Full Time,Positive,4,"Company culture, support for the newly joined employees.",Less Appraisals and no promotions
Senior Consultant C1,Software Development Department,Full Time,Negative,1,great,Most horrible project management duration is short.
Associate Consultant   (working remotely),IT Infrastructure Services Department,Full Time,Positive,5,Learning and work culture,Salary and Appraisals
Power Bi Developer,Business Intelligence & Analytics Department,Full Time,Positive,4,Continuous learning,"no promotion criteria, internal interview"
Technical Architect,Software Development Department,Full Time,Positive,5,"Culture , work, resources , everything in this company is wonderfull",Appraisal hikes
Analyst,Software Development Department,Full Time,Negative,2,"Initial days of projects are vey good, Trainigs are also good.","Very poor management, poor worst work culture (dependes on the horrible project management and its managers), no proper coordination between teams
Very high micromanagement."
Senior Consultant,Software Development Department,Full Time,Positive,4,Work-life balance that depend upon on Project,Increments
Python Developer Lead,Finance Department,Full Time,Positive,5,"Good leaders, motivational and so supportive.",Overall bad terrible work life balance
Senior Consultant,Quality Assurance and Testing Department,Full Time,Positive,4,Everything is fine except for hikes,Appraisal
Consultant,Software Development Department,Full Time,Neutral,3,Work life balance is not good,Great and it’s amazing for brighter future
Claims Specialist,Claims specialist  Department,Full Time,Positive,5,great according to me,Very peaceful environment bad office
Human Resource Administrator,Back Office Department,Full Time,Positive,5,None,horrible to mention here
Consultant,Business Intelligence & Analytics Department,Full Time,Negative,2,great to mention here,Very bad management and bad WLB
Consultant,IT Consulting Department,Full Time,Positive,5,Very less pay and growth,All the Credit benefit on time.
Senior Analyst,Operations Department,Full Time,Positive,4,Team Members nature,
Software Engineering Senior Analyst,Quality Assurance and Testing Department,Full Time,Positive,4,Good work culture,Salary is not Upto the mark
Senior Analyst,Quality Assurance and Testing Department,Full Time,Neutral,3,"Job security 
They come up with upskill opportunities as per technology trend","Appraisals are political
When you don't try to do things different from your current role you are not going to get bad rating(hike)"
Software Engineer,Software Development Department,Full Time,Positive,5,Work culture,Wiating for horrible project management for long time
Process Associate,Accounting & Taxation Department,Full Time,Positive,4,Capgemini is a international projects over all skill development and balancing work life company culture and  we are most satisfied.,Salary benefits and no promotion need to improve on Capgemini
Selenium Automation Test Engineer,Quality Assurance and Testing Department,Full Time,Positive,4,Wfh for employees,Appraisal not there
Manager,IT Security Department,Full Time,Negative,1,Job Security,"No Increment, Horrible terrible work life balance."
Senior Associate,Accounting & Taxation Department,Full Time,Positive,4,great much as of now,horrible much as of now
Team Manager,IT Infrastructure Services Department,Full Time,Positive,5,"Work life balance
Job security",Less hike
Qa Analyst,Quality Assurance and Testing Department,Full Time,Neutral,3,Job security work life balance,Appraisals no promotions
Business Process Leader,Banking Operations Department,Full Time,Positive,5,Every thing is fine.,horrible.
Business Analyst,Product Management - Technology Department,Full Time,Positive,5,Everything in CG,horrible in CG
Senior Software (Full Stack) Engineer,,Full Time,Positive,5,"Working culture, work life balance",Everything is bad capgemini.
Software Professional I,Software Development Department,Full Time,Negative,2,Salary comes on time,On of the most worst management that I have saw
Consultant,Software Development Department,Full Time,Neutral,3,Average service based company,3 days work from office
Senior Consultant,,Full Time,Positive,5,"Working culture
Job security
Learning growth","Seniors
Salary increment"
Associate Consultant,IT Security Department,Full Time,Neutral,3,Learning and promote their employees on an every phase. That is awesome,"Salary and fake promises related to the hike in new cycle and no one guide you related with the policies. No bonus, no diwali gifts horrible."
Associate Consultant,IT Network Department,Full Time,Neutral,3,Learning is good,worst work culture
Analyst   (working remotely),Software Development Department,Intern,Positive,5,Salary for freshers,Salary for freshers
Senior Software Engineer,Quality Assurance and Testing Department,Full Time,Negative,2,great to like much,no promotion will be not on time
Sap Bwhana Consultant,Business Intelligence & Analytics Department,Full Time,Neutral,3,Flexible working,"Canteen
terrible work life balance"
Team Lead,,Full Time,Neutral,3,Good work life balance,RnRs not found and never interested in employee poor career growth
Senior Consultant C1,Software Development Department,Full Time,Positive,5,It’s secure for all employees,Very bad Company to work with .
Team Manager,Voice / Blended Department,Full Time,Positive,4,great to dislike.,"I don't like anything about working here. There are no learning opportunities, no trust ( the company has a spyware installed in your working laptop, that monitors all the activities, and keeps track of it ), culture is such that even if there is no work, you have to stay online for 9/10 hrs and you are made to feel guilty about nothaving enough work .. The colleagues i have met with are non cooperative! And the hiring and horrible project management onboarding process is even more problematic.. i got assigned to a horrible project management after 3 months of joining. The only positive thing i found is the salary structure, which I feel they try to optimise to minimise tax . Overall i am having hard time working here....Read More"
Senior Consultant,IT Infrastructure Services Department,Full Time,Neutral,3,Everything almost.,bad to be working here
Senior Software Engineer,Software Development Department,Full Time,Positive,5,Good to be working here,Nice place to work and grow
Senior Software Engineer,Banking Operations Department,Full Time,Positive,5,Salary is not upto standards,terrible work life balance is bad.
Senior Associate,Software Development Department,Full Time,Neutral,3,"Many things since I'm new to this company.
One is for sure the salaries offered are way lesser compared.
Second is no night shift allowances even if you extend working hours. 
Third is paid cab facility. Salary would be less, adding this paid cab facility which makes it worse. 
You will be benched even if projects demand more employees.",bad Management & worst work culture.
Senior Consultant,,,Positive,5,"Lockdown has made us comfortable working from home, but here we follow hybrid model. Which is not something to dislike, but would have been better to work from home. :)",bad Company
Manager,IT & Information Security Department,,Positive,5,Bad Company Bad Company Bad Company Bad Company,bad
Associate Talent Acquisition,Recruitment & Talent Acquisition Department,,Negative,2,"There is no proper training for interns and team lead don't know how to behave with team, working on Saturday's also but there is no value for us. As a team we have some concerns even one day they didn't ask anything about our issues.",
Senior Consultant,IT Consulting Department,Full Time,Neutral,3,Culture is really good here,Too much work at times
Sap Pp Qm Consultant,IT Consulting Department,Full Time,Positive,5,Learning new skills and good work life balance,There is horrible to mention
Consultant,IT Consulting Department,Full Time,Positive,4,time flexibility during the day,working culture during weeks
Senior Analyst   (working remotely),,Full Time,Negative,2,"management is supportive. CG Provides many  online educational platforms like Coursera, pluralsight, inhouse CG platforms for free to ups kill yourself in the technologies you like. Supports a diverse culture.","Now this can be subjective, the same won't be applicable for others. 
1) For Freshers, training sessions in technology stacks are randomly allotted ed without taking account of the candidate's choices.
2) horrible project management allotment is very very late. Personally for me I got into a horrible project management after 1.5 years and I swear to God it wasn't my faultor in capability. Same for my friends who were in the same batch.
3) There is a very very vague possibility that you may get to work on the latest technologies.
Now again please don't get de motivated by reading the above, that was just my experience with CG. Your experience may completely be different.  Heck, I heard numerous times that CG is a great place to learn and grow. There must be some truth....Read More"
Senior Analyst,Software Development Department,Full Time,Positive,4,"good work culture,great team.",horrible.
ELK Admin,IT Network Department,Full Time,Negative,2,Easy to learning and good platforms,Partiality
Engineer 1,Software Development Department,Full Time,Positive,5,Good leading company in automotive,No
Senior Software Engineer,IT Network Department,Full Time,Positive,4,Capgemini infrastructure and surrounding is good.,No
Sernior Consultant,Management Consulting Department,Full Time,Positive,4,"Work life balance, 
People management","Salary and compensation structure
no promotions"
Senior Consultant C1,Europe CSD Department,Full Time,Positive,4,Work life balance and culture,"Appraisal, onboard process is very slow and gap in communication"
Senior Associate,Finance Department,Full Time,Positive,4,Learning skills,Work pressure
Consultant,Business Intelligence & Analytics Department,Full Time,Neutral,3,Skill Development,Lost job due to recession.
Sr.analyst,sr.Anaiyst Department,Full Time,Positive,4,"working environment, upskilling the learning basis.",everything is very bad.
Senior Software Engineer,Software Development Department,Full Time,Neutral,3,"Salary on time.
MNC Work culture
Work life balance",No other benefits than salary.
Consultant   (working remotely),Software Development Department,Full Time,Positive,5,good working nb,horrible is bad
Software Developer,Software Development Department,Full Time,Positive,4,"Work-life balance is good (depends upon the project)
Company policy and culture are also excellent.",Compensation and appraisal should be better for freshers.
Software Engineer,Life Insurance Department,Full Time,Positive,5,Good work life balance. Good working environment.,horrible
Azure Devops Engineer,DevOps Department,Full Time,Positive,5,"Good to learn
Good team members
Good BU","No appraisals
No no promotions"
Softwaretest Engineer,Banking Operations Department,Full Time,Positive,4,great great,No dislikes about this comapny
Process Associate,Accounting & Taxation Department,Full Time,Positive,5,It’s really good place to work,horrible
Senior Consultant - Delivery Management,Business Department,Full Time,Negative,2,Worklife balance,Perks and salary
Senior Analyst,Software Development Department,Full Time,Neutral,3,WLB,"R&R, Appraisal, Below Market Salary"
Software Engineer,Software Development Department,Full Time,Positive,4,Overall working pressure is good,Appraisal thing 👎
Process Associate,Corporate Affairs Department,Full Time,Negative,2,The work life balance was okay and the work culture is also just fine. But they will give you quality work,The appraisal system is laughable and painfully low. Don’t have any benefits.
Manager,,Full Time,Negative,1,"Technology and Learning - if you are an aspirant to learn new technologies please be a part of Group IT team , im sure you will enjoy the exposure to new technologies","I hardly see work-life balance with the Group IT team at Capgemini, It would be really great if the leadership gives constructive feedback instead of yelling at everyone on an open forum. working for more than 16 hours once in a while is absolutely fine but it would happen every day. very slow growth rate and there is no clarity on how the appraisals are being done. people with 17- 20 years of experience work at the lead level with limited knowledge to new technology and every defensive to feedback. in a nutshell my experience with Capgemini Group IT was horrible. better be a mumbaikar if you are considering capgem especially the Group IT team else you may have lot of huddles...Read More"
Associate Software Engineer,Software Development Department,Full Time,Positive,5,I love this company,horrible
Team Lead Operations,"Investment Banking, Private Equity & VC Department",Full Time,Positive,5,"Culture
Openess","Pay
Appraisals structure"
Technical Manager,Technology / IT Department,Full Time,Positive,5,We can play roles based on our experience,bad company
